duration,hour,days_since_discharge,UserID,Device,user_enc,device_enc,anomaly_score,anomaly
165,8,15,U0381,D161,381,161,0.07940474535830566,0
153,8,11,U0385,D072,385,72,0.06966745669142654,0
204,11,8,U0197,D152,197,152,0.12146023707474429,0
221,9,13,U0425,D104,425,104,0.0731892882809182,0
217,15,16,U0116,D084,116,84,0.08389532325537263,0
146,11,11,U0492,D131,492,131,0.07684102839901769,0
168,10,5,U0443,D063,443,63,0.0790413970164493,0
193,10,8,U0238,D079,238,79,0.11849228347772706,0
219,13,6,U0010,D024,10,24,0.056015349287315275,0
161,13,21,U0328,D167,328,167,0.06241255629693021,0
173,13,6,U0026,D006,26,6,0.0462197343573873,0
136,13,0,U0269,D125,269,125,0.0724121693228802,0
132,15,8,U0098,D172,98,172,0.0708318334073903,0
213,15,11,U0125,D004,125,4,0.04252124108234967,0
234,16,10,U0211,D039,211,39,0.07797472617965356,0
177,8,11,U0442,D020,442,20,0.05619931075858392,0
220,17,4,U0121,D161,121,161,0.061706762035002305,0
194,15,10,U0351,D175,351,175,0.10383940408257142,0
154,12,5,U0367,D149,367,149,0.10402118800630727,0
194,10,15,U0391,D090,391,90,0.09957114710099951,0
242,17,4,U0074,D241,74,241,0.0017246036872690107,0
179,10,10,U0449,D060,449,60,0.09190180204064713,0
243,13,6,U0004,D201,4,201,0.03803872974218442,0
75,15,15,U0157,D232,157,232,0.005173172342488042,0
213,17,8,U0235,D078,235,78,0.08263977898795194,0
183,9,5,U0488,D118,488,118,0.045641657133834834,0
168,16,15,U0202,D130,202,130,0.0979783757433429,0
184,12,0,U0207,D110,207,110,0.07351282268383885,0
100,12,13,U0280,D204,280,204,0.05361793292656564,0
171,8,12,U0361,D217,361,217,0.07344912262588016,0
194,13,23,U0280,D055,280,55,0.07138998196076712,0
239,12,13,U0330,D192,330,192,0.09662792790469577,0
159,14,13,U0061,D110,61,110,0.10329938092804347,0
148,14,6,U0320,D072,320,72,0.1099886755956529,0
160,11,9,U0224,D166,224,166,0.11779309014552047,0
217,12,11,U0256,D025,256,25,0.1044553938528715,0
193,17,17,U0375,D017,375,17,0.04111967940292266,0
159,15,6,U0115,D071,115,71,0.10191099264948122,0
201,9,1,U0174,D014,174,14,0.04529057496623429,0
184,8,10,U0328,D045,328,45,0.07071836366309137,0
219,13,2,U0282,D021,282,21,0.07253614801531866,0
152,11,14,U0293,D165,293,165,0.11096129848647623,0
167,17,18,U0402,D045,402,45,0.05116946447927878,0
164,10,15,U0295,D003,295,3,0.06301795924079645,0
121,14,7,U0208,D020,208,20,0.07191782935430197,0
192,15,18,U0139,D207,139,207,0.062288007241266596,0
190,11,6,U0065,D045,65,45,0.07951732474740963,0
180,17,5,U0199,D088,199,88,0.07684441548639742,0
171,13,17,U0032,D022,32,22,0.05914893879984978,0
123,9,8,U0140,D016,140,16,0.056791333094141916,0
163,15,11,U0042,D095,42,95,0.08916287187340932,0
166,13,15,U0148,D239,148,239,0.0851318531079529,0
148,16,5,U0210,D065,210,65,0.09262939223821653,0
174,13,7,U0417,D128,417,128,0.10238501089790586,0
196,13,7,U0285,D238,285,238,0.08643721425369832,0
255,9,9,U0275,D200,275,200,0.07608847183651235,0
187,12,6,U0081,D236,81,236,0.07509184503463562,0
190,16,12,U0212,D217,212,217,0.09367404919309624,0
177,8,12,U0119,D176,119,176,0.08695331219464547,0
103,11,10,U0419,D034,419,34,0.0455930027968669,0
179,17,11,U0262,D059,262,59,0.09180582449043667,0
182,17,7,U0196,D005,196,5,0.038019265878640074,0
279,10,10,U0264,D117,264,117,0.0745712820333963,0
172,8,2,U0044,D168,44,168,0.037119853223516686,0
192,8,15,U0017,D200,17,200,0.041474315623399705,0
179,8,7,U0302,D083,302,83,0.08119669734818452,0
133,8,7,U0113,D176,113,176,0.06559395250576916,0
226,9,5,U0000,D025,0,25,0.026757136648085655,0
210,12,11,U0483,D232,483,232,0.046512422430705413,0
212,9,7,U0236,D161,236,161,0.1083446843836729,0
144,11,13,U0333,D238,333,238,0.06946127009953884,0
236,16,5,U0327,D073,327,73,0.07628931896141589,0
124,10,11,U0308,D233,308,233,0.07364216915442046,0
203,9,12,U0036,D221,36,221,0.05167400508431841,0
268,11,14,U0019,D003,19,3,-0.016704631694652416,1
140,16,13,U0350,D102,350,102,0.08925763570963346,0
157,11,5,U0454,D225,454,225,0.04734790790270116,0
184,12,10,U0185,D008,185,8,0.08908243615067546,0
160,11,9,U0119,D068,119,68,0.10837372090162795,0
118,15,5,U0040,D233,40,233,0.025524594991278127,0
183,11,10,U0421,D008,421,8,0.07298891429484922,0
138,9,3,U0299,D024,299,24,0.05484051517588456,0
199,11,11,U0376,D039,376,39,0.102153747378113,0
143,9,16,U0234,D194,234,194,0.08679941536758962,0
242,16,15,U0398,D024,398,24,0.05285596821905175,0
149,15,12,U0368,D050,368,50,0.09541916999032418,0
167,16,11,U0382,D120,382,120,0.10907011831637164,0
213,11,9,U0418,D145,418,145,0.10227180420706666,0
131,8,21,U0080,D237,80,237,-0.017546336687250474,1
189,10,9,U0026,D186,26,186,0.08235837041924976,0
232,14,3,U0020,D202,20,202,0.03159345694212201,0
116,8,14,U0295,D086,295,86,0.050007795913310504,0
187,15,12,U0245,D186,245,186,0.11109288359366992,0
190,16,4,U0043,D161,43,161,0.05780578759801269,0
211,15,8,U0364,D052,364,52,0.09744023433235727,0
131,12,11,U0345,D225,345,225,0.07353898652643892,0
127,16,7,U0171,D046,171,46,0.06422592760534324,0
201,11,15,U0260,D151,260,151,0.11193566960741541,0
192,16,6,U0352,D060,352,60,0.09983601939157644,0
190,8,9,U0379,D241,379,241,0.05682525447036685,0
194,10,8,U0432,D239,432,239,0.06343832277338396,0
153,11,12,U0196,D056,196,56,0.10984669669163916,0
189,17,13,U0219,D193,219,193,0.08913194094031618,0
192,8,12,U0148,D076,148,76,0.0863307806369944,0
151,13,1,U0007,D147,7,147,0.04014994672134725,0
255,11,11,U0321,D070,321,70,0.08890661125492438,0
199,11,12,U0374,D200,374,200,0.10121550924762251,0
132,8,13,U0164,D114,164,114,0.07676170576966901,0
206,12,9,U0397,D161,397,161,0.11053817859282328,0
141,16,10,U0417,D053,417,53,0.07611192964226005,0
211,13,7,U0372,D064,372,64,0.10543364169966846,0
226,15,16,U0107,D244,107,244,0.029161090867042216,0
147,11,3,U0315,D199,315,199,0.08138700331878368,0
219,16,12,U0444,D178,444,178,0.06684347007404157,0
197,14,5,U0429,D116,429,116,0.0933923543105582,0
213,14,8,U0484,D040,484,40,0.077965694223178,0
256,15,10,U0148,D128,148,128,0.07149439275196112,0
170,9,0,U0218,D152,218,152,0.05998280048931137,0
150,13,3,U0497,D240,497,240,-0.001889301210509231,1
144,14,2,U0248,D220,248,220,0.0696783586425429,0
147,10,12,U0273,D051,273,51,0.10403756776466433,0
177,15,15,U0367,D080,367,80,0.10230517396301214,0
194,8,2,U0316,D247,316,247,0.013195169154666342,0
191,8,9,U0196,D070,196,70,0.08739960831663562,0
213,17,11,U0161,D226,161,226,0.06871913376478822,0
181,10,11,U0337,D143,337,143,0.1104994239731566,0
238,13,20,U0437,D020,437,20,0.02843442395803142,0
169,14,11,U0098,D129,98,129,0.11197432593669071,0
289,9,5,U0089,D217,89,217,0.019165802320191272,0
205,13,14,U0156,D068,156,68,0.11409813105878114,0
146,12,18,U0424,D004,424,4,0.03301808115604987,0
137,13,3,U0347,D072,347,72,0.07253188908460778,0
199,8,13,U0197,D238,197,238,0.0493647957665036,0
171,17,10,U0089,D180,89,180,0.07372543985832719,0
209,14,5,U0313,D239,313,239,0.07412676927240419,0
199,15,7,U0209,D145,209,145,0.11183219574518871,0
177,14,18,U0413,D018,413,18,0.06960225487755317,0
146,16,14,U0160,D190,160,190,0.08826229943170383,0
119,8,12,U0446,D005,446,5,0.00010693010236650924,0
162,17,3,U0095,D062,95,62,0.047500403042880335,0
214,16,13,U0497,D154,497,154,0.047370553000650684,0
189,10,16,U0217,D240,217,240,0.06898093402294336,0
130,9,3,U0213,D181,213,181,0.0664997131996855,0
187,13,10,U0289,D158,289,158,0.12347327762193971,0
195,12,15,U0118,D191,118,191,0.09783902707278386,0
145,11,14,U0118,D148,118,148,0.11207768035926141,0
186,11,13,U0048,D013,48,13,0.06050708241648872,0
182,15,10,U0011,D207,11,207,0.05864176175946045,0
134,17,15,U0253,D001,253,1,0.01181708459112274,0
194,10,11,U0149,D145,149,145,0.11235286101363057,0
202,8,13,U0468,D017,468,17,0.03034330987469669,0
223,12,12,U0151,D034,151,34,0.09248652877587382,0
222,15,5,U0311,D205,311,205,0.08058489724402285,0
125,10,5,U0152,D249,152,249,0.031075941151241127,0
142,9,3,U0449,D081,449,81,0.03539967075413597,0
201,8,8,U0128,D082,128,82,0.08345127233615468,0
201,11,14,U0201,D024,201,24,0.09969259680520798,0
201,9,12,U0373,D226,373,226,0.0786724708754768,0
300,15,10,U0161,D134,161,134,0.05084523999748641,0
203,17,17,U0388,D130,388,130,0.07783970974725368,0
225,16,8,U0272,D229,272,229,0.07047290381971122,0
218,17,13,U0128,D056,128,56,0.07011228470465236,0
206,8,8,U0461,D203,461,203,0.03813564303474065,0
167,9,3,U0404,D053,404,53,0.06261469810211784,0
210,13,6,U0005,D015,5,15,0.04503583905073044,0
149,17,6,U0330,D147,330,147,0.08540024240399574,0
171,14,3,U0038,D132,38,132,0.07254272912999626,0
161,9,9,U0442,D060,442,60,0.08125800013285439,0
183,15,6,U0147,D158,147,158,0.10419735915143707,0
273,17,17,U0339,D023,339,23,0.004021095592142365,0
105,16,9,U0212,D234,212,234,0.04386806730444781,0
207,15,6,U0447,D127,447,127,0.07552919130024766,0
115,16,5,U0117,D062,117,62,0.049422365528296985,0
161,13,4,U0151,D172,151,172,0.09742441582825201,0
224,14,14,U0040,D171,40,171,0.07057420785027374,0
183,13,15,U0118,D087,118,87,0.1108256389743919,0
137,14,0,U0089,D124,89,124,0.050330149876901764,0
151,10,21,U0322,D079,322,79,0.047391601363676705,0
207,11,10,U0293,D110,293,110,0.10901005684191745,0
151,16,15,U0232,D166,232,166,0.09167284012524157,0
189,10,6,U0037,D027,37,27,0.06523518835565584,0
182,9,5,U0283,D123,283,123,0.09624025151690946,0
154,14,9,U0250,D122,250,122,0.1216663729470121,0
266,13,12,U0265,D004,265,4,0.027074285439824153,0
205,10,11,U0151,D204,151,204,0.10221262940271536,0
99,13,16,U0317,D014,317,14,0.033917783899682696,0
187,14,1,U0103,D104,103,104,0.07379470994950194,0
154,13,15,U0179,D048,179,48,0.10612479299712663,0
214,8,13,U0367,D003,367,3,0.02143145593239859,0
148,8,12,U0070,D013,70,13,0.03248202590345306,0
175,16,3,U0214,D218,214,218,0.07119334529077259,0
200,13,6,U0214,D137,214,137,0.12041805715606402,0
215,9,13,U0407,D086,407,86,0.0856426635144138,0
132,8,0,U0350,D124,350,124,0.03456025942420299,0
167,9,1,U0369,D100,369,100,0.058092552838097,0
161,15,12,U0251,D219,251,219,0.1021720031576277,0
154,12,13,U0049,D043,49,43,0.0831441202905428,0
251,14,6,U0238,D076,238,76,0.08226790037920906,0
196,14,6,U0469,D163,469,163,0.085535467432651,0
130,9,15,U0218,D127,218,127,0.08680169481997496,0
217,11,14,U0421,D186,421,186,0.08642274288331009,0
265,9,8,U0324,D159,324,159,0.07924754010568857,0
221,14,4,U0401,D108,401,108,0.08430069447029326,0
119,12,17,U0455,D228,455,228,0.014875206408771047,0
161,8,4,U0354,D064,354,64,0.05384739878205674,0
231,9,13,U0495,D191,495,191,0.029806448994599388,0
152,13,16,U0176,D003,176,3,0.0548222894117214,0
198,11,10,U0016,D125,16,125,0.07539592994420874,0
211,14,7,U0459,D000,459,0,0.03985718044986836,0
143,9,2,U0374,D123,374,123,0.06275327702292194,0
178,9,10,U0230,D209,230,209,0.10303148047513322,0
60,13,3,U0085,D076,85,76,0.010765371238308341,0
139,15,12,U0373,D216,373,216,0.0886679636919569,0
170,8,0,U0308,D020,308,20,0.02804187077223852,0
130,12,2,U0389,D078,389,78,0.05787243559846733,0
245,8,11,U0349,D168,349,168,0.06756790833801696,0
123,13,14,U0193,D040,193,40,0.08846561180715512,0
162,14,9,U0132,D009,132,9,0.07411964347542499,0
185,13,15,U0385,D116,385,116,0.11362990435779441,0
238,16,7,U0189,D226,189,226,0.06175059074515887,0
123,10,21,U0098,D131,98,131,0.02171648340972354,0
227,15,3,U0388,D196,388,196,0.06320604737386831,0
180,10,6,U0414,D171,414,171,0.0990525275573424,0
141,14,17,U0080,D186,80,186,0.0658704263091982,0
198,12,9,U0190,D165,190,165,0.11921763018950093,0
188,8,15,U0474,D229,474,229,0.024145429125273843,0
156,11,3,U0222,D023,222,23,0.07961050458145169,0
183,16,5,U0242,D151,242,151,0.10674463294852282,0
165,15,13,U0329,D231,329,231,0.09237038132889863,0
185,10,3,U0331,D018,331,18,0.06909144338013823,0
206,9,4,U0117,D083,117,83,0.08232225264327142,0
243,16,9,U0017,D115,17,115,0.03533898419956688,0
130,8,17,U0114,D219,114,219,0.033561204975158354,0
265,16,12,U0204,D170,204,170,0.04526952494644426,0
102,14,9,U0440,D074,440,74,0.05374259239718898,0
174,9,11,U0199,D122,199,122,0.10566167782721869,0
204,12,1,U0354,D086,354,86,0.07212065403322854,0
191,9,7,U0374,D078,374,78,0.09348863105309513,0
155,12,12,U0491,D084,491,84,0.07079205954280338,0
172,14,11,U0317,D099,317,99,0.12332851443931142,0
160,12,13,U0254,D126,254,126,0.1202433229099018,0
156,9,14,U0387,D140,387,140,0.094525789348133,0
214,12,11,U0445,D031,445,31,0.09510711258414861,0
194,17,0,U0301,D009,301,9,0.009066832320799523,0
152,13,12,U0326,D058,326,58,0.11878770196679533,0
216,12,8,U0404,D045,404,45,0.09791357247688665,0
192,9,8,U0315,D100,315,100,0.10395608377462989,0
213,13,8,U0172,D122,172,122,0.1205957293202336,0
205,13,11,U0363,D031,363,31,0.10480880807748416,0
147,9,3,U0078,D176,78,176,0.05981951768827021,0
158,11,1,U0481,D083,481,83,0.02812400719988628,0
210,14,4,U0149,D038,149,38,0.09464879903871204,0
204,8,15,U0192,D238,192,238,0.03984541289369664,0
179,8,8,U0261,D178,261,178,0.09618689816039133,0
185,13,13,U0320,D143,320,143,0.12658680267086797,0
231,14,12,U0082,D038,82,38,0.07499100315685653,0
156,12,12,U0383,D059,383,59,0.10587326727540225,0
202,17,13,U0410,D132,410,132,0.0892668204129925,0
172,15,7,U0393,D080,393,80,0.10051048177559352,0
171,11,13,U0126,D227,126,227,0.09661266037193206,0
224,10,12,U0182,D191,182,191,0.10888317586295898,0
213,14,2,U0461,D175,461,175,0.0397771900736707,0
213,11,10,U0161,D025,161,25,0.09863273775223624,0
232,8,9,U0040,D050,40,50,0.03228890715420307,0
181,15,12,U0159,D067,159,67,0.11535824651827364,0
207,12,10,U0450,D101,450,101,0.09441969276030626,0
168,15,9,U0050,D109,50,109,0.09456533899485386,0
193,15,18,U0109,D153,109,153,0.07618778136473447,0
175,12,13,U0079,D019,79,19,0.08906632115527974,0
184,15,10,U0422,D204,422,204,0.1011014260452614,0
204,14,4,U0224,D237,224,237,0.07308827016586866,0
147,10,11,U0004,D070,4,70,0.05995085601511985,0
264,11,6,U0313,D151,313,151,0.07502424214070702,0
140,14,2,U0226,D066,226,66,0.08363837661064555,0
131,11,8,U0400,D194,400,194,0.08969819797969708,0
226,13,8,U0406,D049,406,49,0.08967972323008144,0
212,9,15,U0473,D117,473,117,0.0582137755380826,0
205,9,15,U0173,D245,173,245,0.044787606303909044,0
205,10,13,U0111,D015,111,15,0.07159471268699563,0
180,17,10,U0390,D222,390,222,0.08906352127980866,0
144,14,10,U0104,D160,104,160,0.1032453665634907,0
183,10,13,U0061,D205,61,205,0.08072785426232504,0
153,10,13,U0006,D248,6,248,0.014427068821879163,0
219,11,12,U0014,D177,14,177,0.0720105630205578,0
174,17,13,U0124,D115,124,115,0.08968636077647357,0
147,13,10,U0413,D239,413,239,0.08032681058131674,0
167,8,9,U0019,D088,19,88,0.05446795978215191,0
197,13,0,U0450,D118,450,118,0.04707958711087579,0
157,15,8,U0341,D114,341,114,0.10563442039717102,0
147,15,6,U0367,D249,367,249,0.05193367108951491,0
190,13,10,U0309,D129,309,129,0.12390074028821563,0
190,13,7,U0433,D058,433,58,0.09845329600996966,0
160,10,11,U0326,D040,326,40,0.10382403751773178,0
161,9,1,U0094,D204,94,204,0.04905434525668095,0
189,14,5,U0432,D190,432,190,0.09103750714388997,0
122,15,6,U0248,D209,248,209,0.07536582791760754,0
124,17,5,U0305,D061,305,61,0.048826371363112075,0
151,13,26,U0258,D083,258,83,0.05384712464490071,0
171,12,0,U0373,D129,373,129,0.06916828280865117,0
192,11,13,U0106,D006,106,6,0.06808967279351652,0
239,8,15,U0447,D125,447,125,0.030094867512985735,0
214,16,8,U0246,D117,246,117,0.09875155340494501,0
174,17,12,U0045,D204,45,204,0.05759689931763562,0
179,11,13,U0336,D135,336,135,0.11183780082167166,0
140,9,11,U0370,D002,370,2,0.0415791432919671,0
179,11,1,U0405,D141,405,141,0.07459198081784918,0
168,12,12,U0435,D086,435,86,0.10774821824298253,0
193,9,15,U0036,D071,36,71,0.06622612965653946,0
147,14,20,U0124,D032,124,32,0.058831018949479175,0
201,10,3,U0059,D247,59,247,0.01372483303885852,0
241,15,9,U0450,D154,450,154,0.0682474270127359,0
176,11,10,U0431,D010,431,10,0.0731865133969859,0
196,12,10,U0413,D096,413,96,0.11235503255293999,0
208,10,2,U0215,D010,215,10,0.057008576523661925,0
164,12,16,U0096,D229,96,229,0.08494284714099415,0
189,16,15,U0298,D106,298,106,0.09720588809258696,0
181,9,12,U0137,D017,137,17,0.08638835251130367,0
184,14,8,U0326,D091,326,91,0.12416885671500921,0
149,17,9,U0463,D232,463,232,0.04783477358138416,0
181,15,9,U0351,D089,351,89,0.1147465777789346,0
200,10,3,U0001,D093,1,93,0.04103821919250966,0
238,11,14,U0071,D108,71,108,0.07816597138318498,0
218,17,10,U0462,D073,462,73,0.06255589235519027,0
266,9,13,U0495,D169,495,169,0.01210957464046225,0
149,17,11,U0322,D002,322,2,0.024312813661413024,0
215,16,5,U0467,D031,467,31,0.05973674705095472,0
187,10,5,U0225,D035,225,35,0.0993578369076713,0
268,16,17,U0238,D137,238,137,0.044728018114892354,0
148,14,13,U0173,D212,173,212,0.10629803678216954,0
146,13,8,U0372,D114,372,114,0.10633928225177314,0
156,10,13,U0168,D054,168,54,0.09936447282705041,0
95,14,6,U0003,D241,3,241,-0.007326288072097342,1
159,10,15,U0086,D198,86,198,0.07510874384751787,0
150,13,3,U0391,D116,391,116,0.08151639729895105,0
186,15,11,U0009,D024,9,24,0.0657752359137444,0
194,12,9,U0112,D189,112,189,0.11229541842678531,0
255,10,10,U0101,D161,101,161,0.0746343212185015,0
218,13,13,U0004,D152,4,152,0.07466594335731674,0
157,15,15,U0073,D200,73,200,0.0739913924087317,0
144,17,8,U0089,D007,89,7,0.015449875765262466,0
200,10,0,U0112,D052,112,52,0.04681322899001,0
127,12,1,U0079,D226,79,226,0.026041999185839937,0
253,16,8,U0120,D235,120,235,0.024575690837589925,0
227,17,10,U0442,D219,442,219,0.056828476226489066,0
161,17,12,U0441,D009,441,9,0.02988097593989114,0
111,10,11,U0406,D077,406,77,0.06397129682813879,0
234,9,14,U0316,D092,316,92,0.08321085459833788,0
175,15,19,U0400,D128,400,128,0.06965654427704082,0
230,14,10,U0283,D185,283,185,0.1001127468725454,0
116,16,12,U0145,D146,145,146,0.06367916284154995,0
156,11,6,U0307,D205,307,205,0.1035495664264004,0
180,10,10,U0057,D245,57,245,0.044102653953301596,0
182,17,11,U0168,D019,168,19,0.07771919608805006,0
162,12,11,U0202,D229,202,229,0.10632331462757805,0
205,8,6,U0225,D047,225,47,0.06944152192399089,0
137,12,11,U0493,D227,493,227,0.04050371620790333,0
174,10,10,U0078,D232,78,232,0.07908646572632239,0
185,8,12,U0256,D071,256,71,0.08982822466167933,0
201,10,8,U0352,D057,352,57,0.10429481272593721,0
208,12,10,U0072,D037,72,37,0.08714989894569508,0
135,12,21,U0107,D169,107,169,0.044120123896523256,0
119,17,10,U0144,D087,144,87,0.04735308554247719,0
231,15,15,U0462,D006,462,6,0.028589731371578275,0
193,8,17,U0259,D234,259,234,0.058820507712675385,0
150,14,3,U0100,D196,100,196,0.06873207027295525,0
242,12,9,U0301,D205,301,205,0.08739969744808512,0
185,10,9,U0325,D200,325,200,0.11243718254955049,0
227,11,20,U0005,D019,5,19,-0.0031211041204530776,1
183,10,19,U0338,D179,338,179,0.07168558713570272,0
262,15,3,U0406,D025,406,25,0.021452940435858214,0
250,11,5,U0093,D088,93,88,0.06372423711016278,0
170,10,16,U0119,D243,119,243,0.05710696416827504,0
219,9,7,U0384,D083,384,83,0.08274444508961692,0
206,10,13,U0200,D055,200,55,0.10205525244778252,0
235,14,9,U0188,D197,188,197,0.0949273902845672,0
141,13,5,U0405,D198,405,198,0.08415934770832967,0
207,17,17,U0192,D227,192,227,0.056304840620404195,0
222,12,6,U0378,D061,378,61,0.09454179608118146,0
110,15,9,U0312,D240,312,240,0.04366720281681907,0
133,8,4,U0419,D127,419,127,0.0540176651010118,0
98,10,4,U0024,D189,24,189,0.0028996279835816763,0
169,9,10,U0015,D035,15,35,0.05648988976136965,0
209,9,5,U0409,D019,409,19,0.06812322421562084,0
240,8,18,U0219,D237,219,237,0.022694255390524054,0
183,12,13,U0004,D145,4,145,0.08429428499732683,0
245,12,14,U0367,D199,367,199,0.08124162129835488,0
125,10,9,U0149,D026,149,26,0.06545869259994774,0
112,16,9,U0269,D132,269,132,0.06598276976988476,0
178,13,12,U0456,D094,456,94,0.09512903761599689,0
195,17,0,U0461,D173,461,173,0.008927478522813503,0
179,13,8,U0079,D040,79,40,0.09357293368652098,0
97,17,1,U0126,D084,126,84,-0.0007298082526434602,1
176,13,11,U0477,D051,477,51,0.08082061434223381,0
128,9,4,U0223,D130,223,130,0.08379617407675372,0
207,17,9,U0325,D057,325,57,0.087758396462699,0
195,17,6,U0272,D089,272,89,0.0823597325521307,0
142,15,17,U0256,D208,256,208,0.07205408119124074,0
159,13,21,U0145,D221,145,221,0.05312703198005736,0
138,10,15,U0074,D214,74,214,0.05477725822976803,0
177,17,15,U0010,D152,10,152,0.04948294052079871,0
218,16,10,U0091,D241,91,241,0.047070650198048014,0
141,9,7,U0267,D195,267,195,0.09004778364112892,0
200,14,0,U0161,D119,161,119,0.06376614557216709,0
159,10,11,U0079,D168,79,168,0.09157965945074331,0
148,13,8,U0201,D202,201,202,0.11280194091306317,0
176,12,11,U0249,D189,249,189,0.12305611002933203,0
139,13,6,U0244,D040,244,40,0.10296399696717329,0
158,15,3,U0365,D229,365,229,0.06253149630055754,0
132,10,4,U0253,D209,253,209,0.08139532468543376,0
259,9,18,U0102,D032,102,32,0.03317185272620271,0
181,15,20,U0391,D227,391,227,0.04764051182654905,0
152,8,2,U0217,D037,217,37,0.03871296743177377,0
189,9,7,U0489,D145,489,145,0.05750823891759205,0
176,17,1,U0297,D181,297,181,0.036376895996720615,0
171,8,10,U0233,D048,233,48,0.07497595148686437,0
205,12,10,U0141,D060,141,60,0.10836248407424731,0
210,15,9,U0434,D015,434,15,0.07174391206157382,0
159,9,7,U0392,D213,392,213,0.07898335876329543,0
157,11,11,U0240,D084,240,84,0.11666903473885637,0
169,11,13,U0082,D241,82,241,0.07265758754442919,0
88,14,13,U0353,D043,353,43,0.04144944662202049,0
119,8,16,U0366,D030,366,30,0.009440428667495171,0
235,16,8,U0421,D094,421,94,0.07009159918316632,0
246,10,7,U0127,D154,127,154,0.08653185484440329,0
170,13,15,U0412,D243,412,243,0.06812784414077783,0
203,17,7,U0284,D168,284,168,0.08126518792105963,0
192,12,9,U0027,D113,27,113,0.09267751136702851,0
300,11,7,U0239,D228,239,228,0.03355185640431757,0
225,16,18,U0240,D002,240,2,0.018496860630617173,0
175,16,13,U0343,D094,343,94,0.102160252224125,0
142,8,4,U0091,D161,91,161,0.06037730305339234,0
116,14,10,U0105,D217,105,217,0.06341582672303664,0
188,17,12,U0235,D215,235,215,0.08423750578516542,0
150,16,4,U0121,D137,121,137,0.08094591071810336,0
123,12,12,U0075,D056,75,56,0.07498273900041724,0
154,8,9,U0338,D156,338,156,0.08724951710944506,0
137,15,4,U0261,D165,261,165,0.08331717092305524,0
247,12,3,U0257,D204,257,204,0.06070269041225668,0
215,13,17,U0052,D100,52,100,0.06615272898695634,0
180,14,6,U0255,D230,255,230,0.10565783456258904,0
239,17,15,U0369,D114,369,114,0.0629851072048287,0
183,14,13,U0358,D005,358,5,0.06331330100064936,0
146,14,7,U0286,D141,286,141,0.11636738113422657,0
241,8,12,U0036,D221,36,221,0.024429866719786086,0
202,14,12,U0183,D230,183,230,0.09733584103586723,0
